gene_id	gene_symbol	length
ENSG00000157823	AP3S2	8146
ENSG00000250021	C15orf38-AP3S2	2673
ENSG00000264966	MIR5094	85
ENSG00000259677	RP11-493E3.1	746
ENSG00000264796	MIR5009	100
ENSG00000212420	RNU6-1111P	107
ENSG00000252645	RNU7-111P	62
ENSG00000242498	C15orf38	3673
ENSG00000259273	RP11-493E3.2	514
ENSG00000140548	ZNF710	4936
ENSG00000265871	MIR3174	87
ENSG00000259291	RP11-617F23.1	1168
ENSG00000182054	IDH2	2814
ENSG00000259685	CTD-2315E11.1	352
ENSG00000263714	RN7SL755P	297
ENSG00000185033	SEMA4B	7011
ENSG00000240470	RN7SL346P	292
ENSG00000225193	RPS12P26	396
ENSG00000185043	CIB1	1247
ENSG00000183208	GDPGP1	2038
ENSG00000259894	RP11-697E2.4	399
ENSG00000213471	TTLL13	2899
ENSG00000261147	RP11-697E2.6	3838
ENSG00000182768	NGRN	2784
ENSG00000228998	RP11-697E2.7	2576
ENSG00000270322	RP11-697E2.10	184
ENSG00000271396	RP11-697E2.9	894
ENSG00000214433	AC091167.3	779
ENSG00000242620	RN7SL736P	273
ENSG00000221309	AC091167.1	83
ENSG00000238244	GABARAPL3	1851
ENSG00000196391	ZNF774	5457
ENSG00000259262	NDUFA3P4	250
ENSG00000140575	IQGAP1	10806
ENSG00000259177	RP11-154B12.3	458
ENSG00000140577	CRTC3	10814
ENSG00000259212	CTD-3065B20.2	474
ENSG00000259314	CTD-3065B20.3	807
ENSG00000259736	RP11-387D10.2	957
ENSG00000259746	HSPE1P3	309
ENSG00000245479	RP11-387D10.3	1295
ENSG00000197299	BLM	6015
ENSG00000200677	SNORD18	70
ENSG00000259704	CTD-3094K11.1	402
ENSG00000241869	RN7SL363P	271
ENSG00000140564	FURIN	4661
ENSG00000182511	FES	4241
ENSG00000196547	MAN2A2	10002
ENSG00000259661	AC068831.15	795
ENSG00000140553	UNC45A	7498
ENSG00000184508	HDDC3	1652
ENSG00000224441	AC068831.3	367
ENSG00000258384	AC068831.6	1858
ENSG00000166965	RCCD1	4963
ENSG00000198901	PRC1	5523
ENSG00000258725	PRC1-AS1	1799
ENSG00000200142	Y_RNA	98
ENSG00000184056	VPS33B	4012
ENSG00000214432	AC068831.10	3429
ENSG00000258542	AC068831.11	109
ENSG00000258665	AC068831.12	328
ENSG00000185518	SV2B	12454
ENSG00000258551	RP11-661P17.1	2609
ENSG00000258954	RP11-692C24.1	431
ENSG00000258765	RP11-692C24.2	592
ENSG00000258540	RP11-692C24.3	290
ENSG00000259057	CTD-2343P13.1	1115
ENSG00000238981	snoU13	98
ENSG00000176463	SLCO3A1	9435
ENSG00000260661	RP11-152L20.3	1304
ENSG00000258761	RP11-24J19.1	539
ENSG00000258726	DUXAP6	601
ENSG00000258925	NPM1P5	838
ENSG00000140557	ST8SIA2	5903
ENSG00000239197	snoU109	143
ENSG00000258739	ENO1P2	974
ENSG00000259170	RP11-763K15.1	480
ENSG00000183643	C15orf32	1787
ENSG00000258647	LINC00930	1657
ENSG00000258676	RP11-386M24.3	414
ENSG00000260337	RP11-386M24.6	374
ENSG00000271763	RP11-386M24.9	446
ENSG00000185442	FAM174B	4657
ENSG00000259064	RP11-386M24.5	342
ENSG00000272298	RP11-386M24.8	240
ENSG00000253954	HMGN1P38	1129
ENSG00000258741	RP11-386M24.4	741
ENSG00000240484	RP11-386M24.1	348
ENSG00000258562	CTD-2313J17.3	526
ENSG00000260361	CTD-2313J17.5	1736
ENSG00000258527	ASB9P1	793
ENSG00000258922	CTD-2313J17.1	464
ENSG00000264123	RN7SL599P	292
ENSG00000272888	AC013394.2	4439
ENSG00000173575	CHD2	17837
ENSG00000264173	MIR3175	77
ENSG00000182175	RGMA	5719
ENSG00000258611	RP11-368J22.2	1021
ENSG00000269360	AC112693.2	1983
ENSG00000258888	RP11-326A13.1	682
ENSG00000212063	AC112693.1	89
ENSG00000258971	RP11-326A13.3	232
ENSG00000257060	RP11-266O8.1	2871
ENSG00000258909	RP11-164C12.2	2284
ENSG00000258787	RP11-164C12.1	559
ENSG00000258631	RP11-739G5.1	457
ENSG00000258754	CTD-3049M7.1	6795
ENSG00000258627	RP11-76E17.1	102
ENSG00000259123	RP11-76E17.2	442
ENSG00000258476	RP11-76E17.3	1572
ENSG00000258831	RP11-76E17.4	915
ENSG00000222409	AC103996.1	116
ENSG00000258785	CTD-2643K12.2	1026
ENSG00000259724	CTD-2643K12.3	3267
ENSG00000258895	CTD-2643K12.1	520
ENSG00000212022	AC080032.1	94
ENSG00000258570	RP11-452K20.1	403
ENSG00000140563	MCTP2	9429
ENSG00000258632	RP11-354B3.1	435
ENSG00000260359	RP11-4F5.2	3142
ENSG00000259331	RP11-57P19.1	648
ENSG00000260521	CTD-2576F9.1	1441
ENSG00000270017	CTD-2576F9.2	475
ENSG00000258433	RP11-255M2.1	715
ENSG00000258773	RP11-255M2.2	573
ENSG00000248441	CTD-2536I1.1	2343
ENSG00000259134	LINC00924	2682
ENSG00000258489	RP11-398J10.2	1057
ENSG00000222076	RNU2-3P	191
ENSG00000259348	RP11-4G2.1	561
ENSG00000259702	RP11-236L14.1	571
ENSG00000247809	NR2F2-AS1	4206
ENSG00000259359	RP11-327J17.2	751
ENSG00000259763	RP11-327J17.1	447
ENSG00000205148	AC016251.1	381
ENSG00000185551	NR2F2	6459
ENSG00000222651	MIR1469	47
ENSG00000259275	RP11-522B15.3	941
ENSG00000268484	AC087477.1	414
ENSG00000259614	RP11-522B15.6	843
ENSG00000259542	RP11-522B15.4	812
ENSG00000259312	RP11-522B15.5	552
ENSG00000250825	PGAM1P12	748
ENSG00000242295	RP11-522B15.1	340
ENSG00000259534	RP11-522B15.7	542
ENSG00000222617	RN7SKP254	310
ENSG00000259340	CTD-2027G2.1	137
ENSG00000214424	FAM149B1P1	1610
ENSG00000259282	SPATA8-AS1	627
ENSG00000185594	SPATA8	1491
ENSG00000223120	RN7SKP181	316
ENSG00000215948	AC055873.1	91
ENSG00000259403	RP11-315L6.1	454
ENSG00000259485	CTD-2147F2.1	989
ENSG00000242863	RN7SL677P	289
ENSG00000259664	CTD-2147F2.2	1357
ENSG00000251729	RNA5SP401	127
ENSG00000259524	RP11-461F11.1	369
ENSG00000259582	RP11-461F11.3	1401
ENSG00000251209	LINC00923	2342
ENSG00000259870	RP11-753A21.2	2098
ENSG00000140450	ARRDC4	4118
ENSG00000259478	RP11-753A21.1	1963
ENSG00000258483	AC144835.1	686
ENSG00000252477	RNU6-134P	98
ENSG00000259199	CTD-2544M6.1	364
ENSG00000222361	RNU6-1186P	97
ENSG00000259611	CTD-2544M6.2	930
ENSG00000259266	RP11-183E24.1	150
ENSG00000259320	RP11-183E24.2	410
ENSG00000259041	RP11-167B3.1	385
ENSG00000185087	FAM169B	3299
ENSG00000259507	RP11-719C20.1	573
ENSG00000259424	RP11-35O15.1	334
ENSG00000140443	IGF1R	13509
ENSG00000264480	MIR4714	77
ENSG00000259621	RP11-654A16.1	263
ENSG00000259475	RP11-654A16.3	588
ENSG00000183571	PGPEP1L	1576
ENSG00000182253	SYNM	7818
ENSG00000261054	RP11-6O2.4	2562
ENSG00000103852	TTC23	6145
ENSG00000261616	RP11-6O2.3	2677
ENSG00000259921	AC022819.3	3910
ENSG00000168904	LRRC28	9348
ENSG00000264771	AC022819.1	132
ENSG00000259706	HSP90B2P	2384
ENSG00000259228	HNRNPA1P62	952
ENSG00000268730	AC022819.2	81
ENSG00000259257	RP11-616M17.1	625
ENSG00000259590	RP11-20G13.3	323
ENSG00000259760	RP11-20G13.2	198
ENSG00000259341	RP11-20G13.1	395
ENSG00000068305	MEF2A	7030
ENSG00000269810	AC015660.1	132
ENSG00000241562	RPL7P5	736
ENSG00000201724	Y_RNA	92
ENSG00000183060	LYSMD4	5691
ENSG00000214397	DKFZP779J2370	2122
ENSG00000221691	AC090825.2	87
ENSG00000182397	DNM1P46	3979
ENSG00000259655	CTD-2054N24.1	739
ENSG00000241588	RN7SL484P	253
ENSG00000221511	AC090825.1	83
ENSG00000259363	CTD-2054N24.2	1056
ENSG00000254744	CTD-3076O17.1	572
ENSG00000140470	ADAMTS17	7800
ENSG00000259219	CTD-3076O17.2	2393
ENSG00000252957	RNA5SP402	110
ENSG00000259356	RP11-90E5.1	1781
ENSG00000189419	SPATA41	2405
ENSG00000259430	RP11-168G16.2	661
ENSG00000154227	CERS3	5130
ENSG00000270127	RP11-526I2.5	2387
ENSG00000251819	RNU6-322P	103
ENSG00000259205	PRKXP1	1122
ENSG00000259540	RP11-526I2.1	632
ENSG00000140471	LINS	7790
ENSG00000200095	RNU6-181P	107
ENSG00000183475	ASB7	5397
ENSG00000212306	Y_RNA	95
ENSG00000259381	RP11-192M23.1	1222
ENSG00000259579	RP11-66B24.5	643
ENSG00000259586	RP11-66B24.3	164
ENSG00000232386	RP11-66B24.2	1881
ENSG00000272808	RP11-66B24.7	3907
ENSG00000259604	RP11-66B24.1	804
ENSG00000272639	RP11-66B24.8	564
ENSG00000184254	ALDH1A3	5772
ENSG00000259583	RP11-66B24.4	5911
ENSG00000154237	LRRK1	9541
ENSG00000259376	RP11-505E24.3	491
ENSG00000259755	RP11-505E24.2	720
ENSG00000259365	RP11-424I19.1	556
ENSG00000259182	RP11-424I19.2	762
ENSG00000131873	CHSY1	5555
ENSG00000131871	VIMP	3766
ENSG00000131876	SNRPA1	3669
ENSG00000259172	RP11-299G20.2	2590
ENSG00000140479	PCSK6	9348
ENSG00000259764	RP11-299G20.3	639
ENSG00000259464	RP11-14C10.1	439
ENSG00000259695	RP11-14C10.2	664
ENSG00000184277	TM2D3	8472
ENSG00000252614	RNU6-807P	107
ENSG00000185418	TARSL2	4584
ENSG00000238502	snoU13	102
ENSG00000259658	RP11-89K11.1	711
ENSG00000259660	DNM1P47	15281
ENSG00000259236	CTD-2611K5.5	1798
ENSG00000240927	RN7SL209P	275
ENSG00000184140	OR4F6	975
ENSG00000182854	OR4F15	985
ENSG00000232459	OR4F14P	939
ENSG00000214344	OR4F13P	2054
ENSG00000257109	OR4F28P	938
ENSG00000259454	WBP1LP5	414
ENSG00000259646	AC140725.7	51
ENSG00000177693	OR4F4	1054
ENSG00000183909	OR4G2P	903
ENSG00000248893	FAM138E	1219
ENSG00000259553	MIR1302-11	923
ENSG00000185596	WASH3P	2668
ENSG00000248472	DDX11L9	1745
ENSG00000233614	DDX11L10	1728
ENSG00000234769	WASH4P	5322
ENSG00000260803	Z84812.4	773
ENSG00000231439	WASIR2	1080
ENSG00000226942	IL9RP3	1674
ENSG00000161980	POLR3K	1889
ENSG00000161981	SNRNP25	3060
ENSG00000007384	RHBDF1	5104
ENSG00000103152	MPG	1661
ENSG00000103148	NPRL3	6605
ENSG00000269482	Z69720.2	472
ENSG00000228779	Z69666.2	801
ENSG00000130656	HBZ	755
ENSG00000206177	HBM	916
ENSG00000206178	HBZP1	429
ENSG00000225323	Z84721.4	372
ENSG00000188536	HBA2	856
ENSG00000206172	HBA1	835
ENSG00000207243	Y_RNA	103
ENSG00000086506	HBQ1	536
ENSG00000268836	LA16c-OS12.2	547
ENSG00000007392	LUC7L	6176
ENSG00000206168	Z69890.1	339
ENSG00000167930	ITFG3	5157
ENSG00000269881	ITFG3	2242
ENSG00000076344	RGS11	4798
ENSG00000242173	ARHGDIG	2422
ENSG00000185615	PDIA2	2248
ENSG00000103126	AXIN1	7487
ENSG00000086504	MRPL28	2404
ENSG00000129925	TMEM8A	4447
ENSG00000236829	Z97634.3	2376
ENSG00000103202	NME4	3663
ENSG00000242612	DECR2	3947
ENSG00000090565	RAB11FIP3	6317
ENSG00000201034	Y_RNA	101
ENSG00000230428	RP1-196A12.1	278
ENSG00000256323	AL049542.1	198
ENSG00000103326	CAPN15	7720
ENSG00000266124	MIR5587	53
ENSG00000266235	MIR3176	90
ENSG00000261691	LA16c-366D1.3	476
ENSG00000161992	C16orf11	2216
ENSG00000007541	PIGQ	6869
ENSG00000257108	NHLRC4	2105
ENSG00000197562	RAB40C	4180
ENSG00000196674	Z98881.1	348
ENSG00000127578	WFIKKN1	4878
ENSG00000130731	C16orf13	1820
ENSG00000197727	AL022341.1	648
ENSG00000172366	FAM195A	2226
ENSG00000228201	AL022341.3	389
ENSG00000161996	WDR90	10534
ENSG00000262528	LA16c-349E10.1	994
ENSG00000140983	RHOT2	5174
ENSG00000103269	RHBDL1	1884
ENSG00000260394	LA16c-313D11.9	1274
ENSG00000103266	STUB1	2316
ENSG00000161999	JMJD8	2628
ENSG00000127580	WDR24	3570
ENSG00000261659	LA16c-313D11.12	3554
ENSG00000127585	FBXL16	3987
ENSG00000259840	LA16c-380A1.1	446
ENSG00000103260	METRN	3692
ENSG00000103254	FAM173A	1923
ENSG00000162004	CCDC78	4147
ENSG00000103253	HAGHL	4890
ENSG00000103245	NARFL	8101
ENSG00000102854	MSLN	2560
ENSG00000162006	MSLNL	3254
ENSG00000207579	MIR662	95
ENSG00000007376	RPUSD1	2769
ENSG00000127586	CHTF18	5916
ENSG00000127588	GNG13	984
ENSG00000167945	PRR25	1209
ENSG00000103227	LMF1	7843
ENSG00000260022	LA16c-306A4.1	530
ENSG00000260316	LA16c-306A4.2	3175
ENSG00000260439	LA16c-366D3.1	1448
ENSG00000260807	RP11-161M6.2	3905
ENSG00000269047	AC009041.2	39
ENSG00000005513	SOX8	4432
ENSG00000260496	RP11-161M6.3	1380
ENSG00000261713	SSTR5-AS1	3262
ENSG00000261720	RP11-161M6.5	879
ENSG00000181791	AC009041.1	1047
ENSG00000162009	SSTR5	2718
ENSG00000184471	C1QTNF8	1627
ENSG00000260702	LA16c-349E11.1	661
ENSG00000260532	LA16c-381G6.1	1773
ENSG00000196557	CACNA1H	8484
ENSG00000260403	RP11-616M22.1	542
ENSG00000259910	RP11-616M22.2	476
ENSG00000261294	RP11-616M22.3	338
ENSG00000116176	TPSG1	1255
ENSG00000197253	TPSB2	1558
ENSG00000172236	TPSAB1	1512
ENSG00000095917	TPSD1	1065
ENSG00000260182	RP11-616M22.5	249
ENSG00000196364	PRSS29P	1976
ENSG00000261564	RP11-616M22.10	330
ENSG00000260991	RP11-616M22.9	299
ENSG00000260284	TPSP2	610
ENSG00000260710	RP11-616M22.7	320
ENSG00000103275	UBE2I	12368
ENSG00000261505	LA16c-358B7.3	4489
ENSG00000219274	RPS20P2	389
ENSG00000007516	BAIAP3	6143
ENSG00000007520	TSR3	1243
ENSG00000090581	GNPTG	3672
ENSG00000260425	LA16c-316G12.2	435
ENSG00000059145	UNKL	8504
ENSG00000265529	AL031721.1	135
ENSG00000260132	LA16c-312E8.2	379
ENSG00000174109	C16orf91	1560
ENSG00000197599	CCDC154	2726
ENSG00000103249	CLCN7	8119
ENSG00000261641	LA16c-390E6.5	1124
ENSG00000260051	LA16c-390E6.4	570
ENSG00000261430	LA16c-390E6.3	307
ENSG00000219027	RPS3AP2	754
ENSG00000251692	PTX4	1688
ENSG00000100726	TELO2	4239
ENSG00000187535	IFT140	8168
ENSG00000260646	LA16c-385E7.1	682
ENSG00000131634	TMEM204	2047
ENSG00000260954	LA16c-425C2.1	404
ENSG00000260989	LA16c-395F10.2	485
ENSG00000007545	CRAMP1L	8427
ENSG00000226890	LA16c-395F10.1	329
ENSG00000261732	LA16c-431H6.6	5326
ENSG00000206053	HN1L	4768
ENSG00000138834	MAPK8IP3	10285
ENSG00000261399	LA16c-329F2.1	468
ENSG00000265820	MIR3177	82
ENSG00000261207	LA16c-361A3.3	565
ENSG00000103024	NME3	1445
ENSG00000074071	MRPS34	1097
ENSG00000197774	EME2	6972
ENSG00000162032	SPSB3	3192
ENSG00000095906	NUBP2	4983
ENSG00000099769	IGFALS	2363
ENSG00000063854	HAGH	5052
ENSG00000180185	FAHD1	3006
ENSG00000162039	MEIOB	2734
ENSG00000260541	LA16c-429E7.1	220
ENSG00000265999	AL499628.1	78
ENSG00000259947	XX-DJ76P10__A.2	484
ENSG00000263769	RN7SL367P	252
ENSG00000162040	HS3ST6	1273
ENSG00000198736	MSRB1	2157
ENSG00000140986	RPL3L	2758
ENSG00000140990	NDUFB10	1070
ENSG00000140988	RPS2	2413
ENSG00000206811	SNORA10	133
ENSG00000207405	SNORA64	134
ENSG00000255513	AC005363.9	351
ENSG00000255198	SNHG9	551
ENSG00000179580	RNF151	977
ENSG00000183751	TBL3	7139
ENSG00000196408	NOXO1	2159
ENSG00000269205	AC005606.1	1286
ENSG00000127554	GFER	2687
ENSG00000261790	AC005606.14	734
ENSG00000127561	SYNGR3	3420
ENSG00000260107	AC005606.15	504
ENSG00000167962	ZNF598	4701
ENSG00000183971	NPW	1193
ENSG00000265386	RN7SL219P	294
ENSG00000065054	SLC9A3R2	3550
ENSG00000065057	NTHL1	1658
ENSG00000103197	TSC2	11116
ENSG00000008710	PKD1	18532
ENSG00000221656	MIR1225	90
ENSG00000259933	RP11-304L19.1	683
ENSG00000261123	RP11-304L19.3	596
ENSG00000261240	RP11-304L19.4	456
ENSG00000260447	RP11-304L19.2	627
ENSG00000200059	Y_RNA	100
ENSG00000265867	MIR4516	86
ENSG00000264397	MIR3180-5	153
ENSG00000167964	RAB26	2488
ENSG00000260260	RP11-304L19.5	342
ENSG00000206630	SNORD60	83
ENSG00000131653	TRAF7	4489
ENSG00000167971	CASKIN1	5886
ENSG00000167965	MLST8	4323
ENSG00000252958	AC009065.3	107
ENSG00000182685	BRICD5	2083
ENSG00000261532	RP11-304L19.8	580
ENSG00000184207	PGP	2727
ENSG00000167967	E4F1	6402
ENSG00000259780	RP11-304L19.12	1225
ENSG00000167968	DNASE1L2	2194
ENSG00000167969	ECI1	3234
ENSG00000261663	RP11-304L19.11	788
ENSG00000205937	RNPS1	8582
ENSG00000167970	AC009065.1	537
ENSG00000207715	AC009065.2	94
ENSG00000260778	MIR940	980
ENSG00000266643	MIR3677	60
ENSG00000264004	MIR4717	72
ENSG00000167972	ABCA3	7804
ENSG00000243445	RP11-715J22.1	420
ENSG00000238098	ABCA17P	6574
ENSG00000162063	CCNF	6309
ENSG00000260095	RP11-715J22.3	397
ENSG00000260874	RP11-715J22.4	879
ENSG00000162062	C16orf59	2854
ENSG00000259895	RP11-715J22.2	3264
ENSG00000162068	NTN3	1986
ENSG00000162065	TBC1D24	9103
ENSG00000260293	RP11-715J22.6	504
ENSG00000260272	RP11-20I23.1	1944
ENSG00000185883	ATP6V0C	1498
ENSG00000259784	ATP6C	596
ENSG00000162066	AMDHD2	4366
ENSG00000205923	CEMP1	1840
ENSG00000266232	MIR3178	84
ENSG00000140992	PDPK1	10933
ENSG00000261613	RP11-20I23.13	2001
ENSG00000261288	RP11-20I23.11	572
ENSG00000269937	RP11-20I23.8	3626
ENSG00000261140	RP11-20I23.6	459
ENSG00000260436	RP11-20I23.7	287
ENSG00000261093	CTD-3126B10.1	1838
ENSG00000215154	AC141586.5	2751
ENSG00000205918	PDPK2	4426
ENSG00000260176	CTD-3126B10.4	572
ENSG00000260565	ERVK13-1	7023
ENSG00000167977	KCTD5	3420
ENSG00000172382	PRSS27	5921
ENSG00000222055	AC092117.1	82
ENSG00000205913	SRRM2-AS1	5858
ENSG00000167978	SRRM2	13266
ENSG00000265864	AC092117.2	78
ENSG00000103363	TCEB2	1128
ENSG00000103355	PRSS33	2112
ENSG00000221719	SNORA3	125
ENSG00000215148	PRSS41	1008
ENSG00000007038	PRSS21	1984
ENSG00000262154	LA16c-352F10.1	335
ENSG00000162078	ZG16B	2046
ENSG00000172460	PRSS30P	2961
ENSG00000005001	PRSS22	2387
ENSG00000263325	LA16c-325D7.1	265
ENSG00000263280	LA16c-325D7.2	667
ENSG00000162076	FLYWCH2	1365
ENSG00000059122	FLYWCH1	8413
ENSG00000262959	LA16c-321D4.1	541
ENSG00000262482	LA16c-321D4.2	510
ENSG00000131650	KREMEN2	2614
ENSG00000127564	PKMYT1	5034
ENSG00000162073	PAQR4	2972
ENSG00000262152	LINC00514	4284
ENSG00000270097	LA16c-380H5.3	346
ENSG00000270168	LA16c-380H5.4	491
ENSG00000262362	LA16c-380H5.2	608
ENSG00000272079	LA16c-380H5.5	1266
ENSG00000213937	CLDN9	2050
ENSG00000184697	CLDN6	1739
ENSG00000006327	TNFRSF12A	1848
ENSG00000103145	HCFC1R1	1433
ENSG00000131652	THOC6	1860
ENSG00000162069	CCDC64B	4690
ENSG00000205890	RP11-473M20.5	3061
ENSG00000008516	MMP25	4126
ENSG00000261971	RP11-473M20.7	3992
ENSG00000008517	IL32	2924
ENSG00000252561	RNU1-125P	129
ENSG00000262370	RP11-473M20.9	1326
ENSG00000200204	RNU1-22P	158
ENSG00000130182	ZSCAN10	3319
ENSG00000263011	RP11-473M20.11	302
ENSG00000263214	ZNF205-AS1	1426
ENSG00000122386	ZNF205	2330
ENSG00000263072	RP11-473M20.14	3276
ENSG00000085644	ZNF213	6443
ENSG00000228146	CASP16	3428
ENSG00000261889	RP11-473M20.16	748
ENSG00000262521	AJ003147.8	454
ENSG00000262668	AJ003147.9	629
ENSG00000168124	OR1F1	942
ENSG00000203581	OR1F2P	985
ENSG00000010539	ZNF200	7498
ENSG00000103313	MEFV	4819
ENSG00000006194	ZNF263	9329
ENSG00000140993	TIGD7	4197
ENSG00000162086	ZNF75A	8063
ENSG00000262899	LA16c-360H6.3	821
ENSG00000262554	LA16c-360H6.2	208
ENSG00000262316	RP11-433P17.1	734
ENSG00000168158	OR2C1	1036
ENSG00000262621	NAA60	3891
ENSG00000262118	RP11-433P17.3	1528
ENSG00000263177	RP11-433P17.2	950
ENSG00000232196	MTRNR2L4	1231
ENSG00000140987	ZSCAN32	4009
ENSG00000103343	ZNF174	2876
ENSG00000167981	ZNF597	1831
ENSG00000122390	NAA60	5619
ENSG00000263212	LA16c-306E5.3	529
ENSG00000215131	C16orf90	963
ENSG00000240311	LA16c-306E5.1	568
ENSG00000103351	CLUAP1	7798
ENSG00000167984	NLRC3	6838
ENSG00000262312	LA16c-390H2.4	480
ENSG00000261938	RP11-461A8.1	329
ENSG00000188827	SLX4	8591
ENSG00000213918	DNASE1	11267
ENSG00000263235	RP11-461A8.4	1068
ENSG00000126602	TRAP1	5227
ENSG00000178430	AC006111.1	1649
ENSG00000005339	CREBBP	15068
ENSG00000262516	RP11-95J11.1	483
ENSG00000262888	RP11-462G12.2	774
ENSG00000262185	RP11-462G12.1	1394
ENSG00000162104	ADCY9	10358
ENSG00000263159	RP11-462G12.4	244
ENSG00000262471	RP11-95P2.4	266
ENSG00000263105	RP11-95P2.3	318
ENSG00000185739	SRL	5702
ENSG00000262468	RP11-95P2.1	2270
ENSG00000090447	TFAP4	7867
ENSG00000126603	GLIS2	4469
ENSG00000262686	AC005356.1	340
ENSG00000217930	PAM16	2383
ENSG00000262712	RP11-295D4.1	1949
ENSG00000103426	CORO7-PAM16	3815
ENSG00000262246	CORO7	8793
ENSG00000168140	VASN	2806
ENSG00000103423	DNAJA3	7071
ENSG00000153406	NMRAL1	3541
ENSG00000103415	HMOX2	3793
ENSG00000089486	CDIP1	4268
ENSG00000205832	C16orf96	3823
ENSG00000261789	RP11-709D24.5	1662
ENSG00000261612	SUB1P3	315
ENSG00000153443	UBALD1	3619
ENSG00000102858	MGRN1	8311
ENSG00000263955	RN7SL850P	287
ENSG00000261442	RP11-709D24.6	1543
ENSG00000168101	NUDT16L1	2068
ENSG00000168096	ANKS3	7775
ENSG00000266994	RP11-127I20.7	556
ENSG00000166246	C16orf71	3977
ENSG00000103199	ZNF500	6465
ENSG00000140623	SEPT12	2100
ENSG00000267795	SMIM22	1762
ENSG00000267077	RP11-127I20.5	720
ENSG00000067836	ROGDI	3683
ENSG00000140632	GLYR1	5470
ENSG00000256599	AC020663.1	1580
ENSG00000118900	UBN1	8551
ENSG00000118898	PPL	7686
ENSG00000200980	Y_RNA	119
ENSG00000103184	SEC14L5	6477
ENSG00000267072	RP11-165E7.1	521
ENSG00000103174	NAGPA	5484
ENSG00000033011	ALG1	5786
ENSG00000153446	C16orf89	2067
ENSG00000260882	RP11-10K17.3	438
ENSG00000118894	FAM86A	3128
ENSG00000267070	RP11-10K17.6	531
ENSG00000260431	RP11-382N13.6	352
ENSG00000261811	RP11-382N13.2	272
ENSG00000260411	RP11-420N3.2	2019
ENSG00000260817	RP11-382N13.4	358
ENSG00000221809	AC074051.1	149
ENSG00000242278	RP11-382N13.1	781
ENSG00000267182	RP11-382N13.5	210
ENSG00000261007	RP11-382N13.3	892
ENSG00000260338	RP11-124K4.1	1107
ENSG00000221257	AC012175.1	102
ENSG00000270440	RP11-19H6.1	531
ENSG00000078328	RBFOX1	8213
ENSG00000257180	RP11-509E10.1	776
ENSG00000260835	RP11-468I15.1	572
ENSG00000259963	RP11-185J20.2	175
ENSG00000252080	RNU7-99P	62
ENSG00000200869	RNU6-457P	107
ENSG00000212189	RNU6-328P	106
ENSG00000240419	RP11-545E8.1	347
ENSG00000252405	snoMe28S-Am2634	80
ENSG00000261198	RP11-26O3.1	567
ENSG00000252138	SNORA40	111
ENSG00000260289	CTD-2535I10.1	445
ENSG00000222109	AC093515.1	94
ENSG00000260003	RP11-279O17.2	600
ENSG00000261319	RP11-279O17.1	1281
ENSG00000264844	AC018767.1	119
ENSG00000260058	RP11-279O17.3	481
ENSG00000259819	RP11-568A19.1	405
ENSG00000260379	RP11-483K5.2	456
ENSG00000261066	RP11-483K5.3	214
ENSG00000232258	TMEM114	722
ENSG00000067365	METTL22	4824
ENSG00000183044	ABAT	9744
ENSG00000243954	RN7SL743P	296
ENSG00000238417	RNU7-63P	62
ENSG00000260764	RNU7-63P	144
ENSG00000184857	TMEM186	1978
ENSG00000140650	PMM2	7645
ENSG00000260350	RP11-152P23.2	430
ENSG00000260276	RP11-77H9.2	2288
ENSG00000153048	CARHSP1	5545
ENSG00000259939	RP11-77H9.5	409
ENSG00000261481	RP11-77H9.6	498
ENSG00000187555	USP7	7969
ENSG00000260979	RP11-77H9.8	427
ENSG00000261392	RP11-473I1.6	753
ENSG00000182831	C16orf72	5953
ENSG00000262944	RP11-473I1.9	1914
ENSG00000260349	RP11-473I1.5	731
ENSG00000263244	RP11-473I1.10	5941
ENSG00000220793	RPL21P119	543
ENSG00000264694	AC092122.1	70
ENSG00000266492	AC092122.2	68
ENSG00000261617	RP11-243A14.1	5298
ENSG00000261397	RP11-243A14.2	536
ENSG00000261075	RP11-243A14.3	451
ENSG00000260071	RP11-418I22.2	796
ENSG00000200468	RNA5SP403	108
ENSG00000252927	RNA5SP404	132
ENSG00000260362	RP11-297M9.1	660
ENSG00000260432	RP11-297M9.2	4624
ENSG00000183454	GRIN2A	10632
ENSG00000261810	RP11-895K13.2	488
ENSG00000261647	IMPDH1P11	1504
ENSG00000266439	RN7SL493P	297
ENSG00000166669	ATF7IP2	6391
ENSG00000260756	RP11-609N14.1	1313
ENSG00000264305	RN7SL99P	275
ENSG00000199482	RNU6-633P	103
ENSG00000260468	RP11-27M24.3	502
ENSG00000213853	EMP2	8718
ENSG00000256013	RP11-27M24.1	533
ENSG00000260310	RP11-27M24.2	435
ENSG00000153060	TEKT5	1775
ENSG00000263279	RP11-109M19.1	483
ENSG00000263241	RP11-109M19.4	1130
ENSG00000262107	RP11-109M19.5	183
ENSG00000261904	RP11-109M19.3	1450
ENSG00000262322	RP11-109M19.2	1371
ENSG00000262259	CTD-2318B16.4	291
ENSG00000263196	CTD-2318B16.3	343
ENSG00000262158	CTD-2318B16.2	782
ENSG00000262381	CTD-2318B16.1	677
ENSG00000103274	NUBP1	1955
ENSG00000166676	TVP23A	5281
ENSG00000262488	RP11-876N24.1	1161
ENSG00000262151	RP11-876N24.2	742
ENSG00000179583	CIITA	12036
ENSG00000182108	DEXI	1722
ENSG00000263013	RP11-876N24.5	1159
